1,6360.01465,,,1,21.92588844
2,3570.02665,,,2,21.27126886
3,1580.03865,,,3,20.29223519
4,390.0506501,,,4,19.02044925
5,0.06265009,,,5,17.49800757
6,1580.03865,,,6,15.77595002
7,0.06265009,,,7,13.91245173
8,6360.01465,,,8,11.97076222
9,0.06265009,,,9,10.01696472
10,0.06265009,,,10,8.117635178
11,0.06265009,,,11,6.337483731
12,0.06265009,,,12,4.737062353
13,0.06265009,,,13,3.370619754
14,0.06265009,,,14,2.284179592
15,0.06265009,,,15,1.513910068
16,0.06265009,,,16,1.084842645
17,0.06265009,,,17,1.009985298
18,0.06265009,,,18,1.912492664
19,0.06265009,,,19,1.009985298
20,0.06265009,,,20,4.078561393
21,0.06265009,,,21,1.009985298
22,0.06265009,,,22,10.79248671
23,0.06265009,,,23,1.009985298
24,0.06265009,,,24,20.24857942
25,0.06265009,,,25,1.009985298
26,0.06265009,,,26,0.136396491
27,0.06265009,,,27,0.136396491
28,0.06265009,,,28,0.136396491
29,0.06265009,,,29,0.136396491
30,0.06265009,,,30,0.136396491
31,0.06265009,,,31,0.136396491
32,0.06265009,,,32,0.136396491
33,0.06265009,,,33,0.136396491
34,0.06265009,,,34,0.136396491
35,0.06265009,,,35,0.136396491
36,0.06265009,,,36,0.136396491
37,0.06265009,,,37,0.136396491
38,0.06265009,,,38,0.136396491
39,0.06265009,,,39,0.136396491
40,0.06265009,,,40,0.136396491
41,0.06265009,,,41,0.136396491
42,0.06265009,,,42,0.136396491
43,0.06265009,,,43,0.136396491
44,0.06265009,,,44,0.136396491
45,0.06265009,,,45,0.136396491
46,0.06265009,,,46,0.136396491
47,0.06265009,,,47,0.136396491
48,0.06265009,,,48,0.136396491
49,0.06265009,,,49,0.136396491
50,0.06265009,,,50,0.136396491
51,0.06265009,,,51,0.136396491
52,0.06265009,,,52,0.136396491
53,0.06265009,,,53,0.136396491
54,0.06265009,,,54,0.136396491
55,0.06265009,,,55,0.136396491
56,0.06265009,,,56,0.136396491
57,0.06265009,,,57,0.136396491
58,0.06265009,,,58,0.136396491
59,0.06265009,,,59,0.136396491
60,0.06265009,,,60,0.136396491
61,0.06265009,,,61,0.136396491
62,0.06265009,,,62,0.136396491
63,0.06265009,,,63,0.136396491
64,0.06265009,,,64,0.136396491
65,0.06265009,,,65,0.136396491
66,0.06265009,,,66,0.136396491
67,0.06265009,,,67,0.136396491
68,0.06265009,,,68,0.046543909
69,0.06265009,,,69,0.00042588
70,0.06265009,,,70,0.00042588
71,0.06265009,,,71,1.10E-06
72,0.06265009,,,72,1.10E-06
73,0.06265009,,,73,1.10E-06
74,0.06265009,,,74,6.11E-08
75,0.06265009,,,75,4.22E-10
76,0.06265009,,,76,4.22E-10
77,0.06265009,,,77,8.47E-11
78,0.06265009,,,78,5.06E-13
79,0.06265009,,,79,5.06E-13
80,0.06265009,,,80,1.51E-13
81,0.001191197,,,81,0
82,0.001191197,,,82,0
83,8.22E-06,,,83,0
84,8.22E-06,,,84,0
85,4.21E-07,,,85,0
86,2.74E-07,,,86,0
87,1.77E-08,,,87,0
88,7.22E-12,,,88,0
89,7.22E-12,,,89,0
90,7.22E-12,,,90,0
91,4.56E-12,,,91,0
92,2.79E-13,,,92,0
93,6.69E-17,,,93,0
94,6.69E-17,,,94,0
95,6.69E-17,,,95,0
96,6.69E-17,,,96,0
97,2.44E-18,,,97,0
98,4.13E-19,,,98,0
99,8.54E-21,,,99,0
100,8.54E-21,,,100,0
101,1.15E-22,,,101,0
102,1.15E-22,,,102,0
103,2.74E-24,,,103,0
104,1.88E-24,,,104,0
105,1.30E-25,,,105,0
106,6.27E-28,,,106,0
107,6.27E-28,,,107,0
108,1.52E-28,,,108,0
109,1.76E-32,,,109,0
110,1.76E-32,,,110,0
111,1.76E-32,,,111,0
112,1.76E-32,,,112,0
113,4.37E-34,,,113,0
114,4.37E-34,,,114,0
115,1.47E-35,,,115,0
116,3.47E-36,,,116,0
117,1.19E-39,,,117,0
118,1.19E-39,,,118,0
119,1.19E-39,,,119,0
120,1.19E-39,,,120,0
121,1.23E-40,,,121,0
122,1.07E-41,,,122,0
123,4.56E-43,,,123,0
124,3.71E-44,,,124,0
125,9.31E-45,,,125,0
126,1.05E-50,,,126,0
127,1.05E-50,,,127,0
128,1.05E-50,,,128,0
129,1.05E-50,,,129,0
130,1.05E-50,,,130,0
131,1.05E-50,,,131,0
132,8.99E-52,,,132,0
133,1.99E-52,,,133,0
134,3.47E-55,,,134,0
135,3.47E-55,,,135,0
136,3.47E-55,,,136,0
137,2.01E-57,,,137,0
138,2.01E-57,,,138,0
139,2.46E-58,,,139,0
140,2.00E-59,,,140,0
141,5.04E-60,,,141,0
142,2.54E-65,,,142,0
143,2.54E-65,,,143,0
144,2.54E-65,,,144,0
145,2.54E-65,,,145,0
146,2.54E-65,,,146,0
147,1.75E-65,,,147,0
148,1.23E-66,,,148,0
149,7.13E-69,,,149,0
150,7.13E-69,,,150,0
151,8.61E-70,,,151,0
152,7.37E-71,,,152,0
153,1.64E-71,,,153,0
154,2.51E-74,,,154,0
155,2.51E-74,,,155,0
156,2.51E-74,,,156,0
157,5.77E-78,,,157,0
158,5.77E-78,,,158,0
159,5.77E-78,,,159,0
160,5.77E-78,,,160,0
161,2.26E-79,,,161,0
162,2.78E-80,,,162,0
163,2.24E-81,,,163,0
164,5.80E-82,,,164,0
165,8.78E-86,,,165,0
166,8.78E-86,,,166,0
167,8.78E-86,,,167,0
168,8.78E-86,,,168,0
169,7.12E-90,,,169,0
170,7.12E-90,,,170,0
171,7.12E-90,,,171,0
172,7.12E-90,,,172,0
173,9.16E-91,,,173,0
174,6.33E-92,,,174,0
175,2.29E-92,,,175,0
176,2.90E-94,,,176,0
177,2.90E-94,,,177,0
178,4.44E-96,,,178,0
179,4.44E-96,,,179,0
180,2.02E-97,,,180,0
181,1.07E-98,,,181,0
182,6.51E-99,,,182,0
183,3.73E-100,,,183,0
184,1.34E-102,,,184,0
185,1.34E-102,,,185,0
186,1.25E-102,,,186,0
187,1.29E-103,,,187,0
188,1.14E-104,,,188,0
189,5.10E-106,,,189,0
190,3.03E-107,,,190,0
191,1.49E-107,,,191,0
192,5.41E-109,,,192,0
193,9.25E-110,,,193,0
194,1.81E-111,,,194,0
195,1.81E-111,,,195,0
196,1.60E-113,,,196,0
197,1.60E-113,,,197,0
198,7.54E-116,,,198,0
199,7.54E-116,,,199,0
200,4.03E-116,,,200,0
201,1.79E-117,,,201,0
202,1.10E-118,,,202,0
203,5.04E-119,,,203,0
204,1.52E-120,,,204,0
205,5.24E-121,,,205,0
206,5.16E-123,,,206,0
207,5.16E-123,,,207,0
208,4.12E-127,,,208,0
209,4.12E-127,,,209,0
210,4.12E-127,,,210,0
211,4.12E-127,,,211,0
212,6.38E-128,,,212,0
213,2.09E-129,,,213,0
214,2.09E-129,,,214,0
215,1.57E-130,,,215,0
216,2.23E-132,,,216,0
217,2.23E-132,,,217,0
218,7.13E-134,,,218,0
219,2.02E-134,,,219,0
220,3.19E-137,,,220,0
221,3.19E-137,,,221,0
222,3.19E-137,,,222,0
223,3.61E-139,,,223,0
224,3.61E-139,,,224,0
225,1.59E-141,,,225,0
226,1.59E-141,,,226,0
227,5.08E-142,,,227,0
228,3.07E-144,,,228,0
229,3.07E-144,,,229,0
230,3.09E-145,,,230,0
231,4.56E-146,,,231,0
232,1.86E-147,,,232,0
233,1.80E-147,,,233,0
234,1.94E-148,,,234,0
235,1.97E-149,,,235,0
236,1.60E-150,,,236,0
237,4.44E-152,,,237,0
238,1.99E-152,,,238,0
239,5.70E-154,,,239,0
240,2.32E-154,,,240,0
241,4.80E-156,,,241,0
242,4.64E-156,,,242,0
243,4.97E-157,,,243,0
244,4.95E-158,,,244,0
245,3.77E-159,,,245,0
246,6.07E-161,,,246,0
247,6.07E-161,,,247,0
248,3.35E-162,,,248,0
249,2.45E-164,,,249,0
250,2.45E-164,,,250,0
251,4.14E-165,,,251,0
252,8.59E-167,,,252,0
253,8.59E-167,,,253,0
254,1.19E-168,,,254,0
255,1.19E-168,,,255,0
256,3.35E-170,,,256,0
257,1.43E-170,,,257,0
258,3.51E-172,,,258,0
259,2.22E-172,,,259,0
